         3006626 function calls (2810665 primitive calls) in 18.466 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:49(inner)
        6    0.000    0.000    0.005    0.001 patches.py:1872(_pprint_styles)
      829    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      720    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       83    0.000    0.000    0.011    0.000 docstring.py:113(dedent_interpd)
       11    0.000    0.000    0.173    0.016 artist.py:1578(kwdoc)
       52    0.000    0.000    0.001    0.000 core.py:895(__init__)
     56/9    0.000    0.000    0.008    0.001 pyparsing.py:3881(leaveWhitespace)
      109    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       10    0.000    0.000    0.006    0.001 pyparsing.py:3124(__init__)
    34/33    0.000    0.000    0.121    0.004 <frozen importlib._bootstrap_external>:919(create_module)
        1    0.000    0.000    0.011    0.011 _add_newdocs.py:10(<module>)
       91    0.000    0.000    0.002    0.000 deprecation.py:237(finalize)
      140    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       82    0.000    0.000    0.001    0.000 inspect.py:526(_findclass)
        1    0.000    0.000    0.340    0.340 __init__.py:106(<module>)
       60    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
       50    0.000    0.000    0.001    0.000 kmc_classes.py:80(__init__)
       40    0.000    0.000    0.001    0.000 _inspect.py:140(formatargspec)
       55    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
       27    0.000    0.000    0.059    0.002 __init__.py:971(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(<listcomp>)
       12    0.000    0.000    0.044    0.004 artist.py:1193(__init__)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
       58    0.000    0.000    0.000    0.000 random.py:223(_randbelow)
       60    0.000    0.000    0.000    0.000 cm.py:60(<listcomp>)
        1    0.000    0.000    0.136    0.136 __init__.py:101(<module>)
      145    0.000    0.000    0.001    0.000 inspect.py:714(getmodule)
      324    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
      263    0.000    0.000    0.001    0.000 pyparsing.py:545(__new__)
        8    0.000    0.000    0.001    0.000 subprocess.py:1434(wait)
       18    0.000    0.000    0.000    0.000 {built-in method posix.close}
       58    0.000    0.000    0.002    0.000 genericpath.py:27(isfile)
      176    0.000    0.000    0.000    0.000 rcsetup.py:58(__call__)
    86/84    0.000    0.000    0.147    0.002 __init__.py:811(__getitem__)
   114/56    0.000    0.000    0.006    0.000 pyparsing.py:3954(<listcomp>)
      619    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.054    0.027 npyio.py:791(loadtxt)
        1    0.000    0.000    0.027    0.027 pyparsing.py:6381(pyparsing_common)
       25    0.000    0.000    0.005    0.000 pyparsing.py:1283(_trim_arity)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
        1    0.000    0.000    0.001    0.001 rrule.py:7(<module>)
       21    0.000    0.000    0.005    0.000 pyparsing.py:1512(setParseAction)
     1434    0.000    0.000    0.000    0.000 inspect.py:2510(annotation)
       36    0.000    0.000    0.001    0.000 pyparsing.py:2854(__init__)
        2    0.000    0.000    0.007    0.003 function_base.py:1(<module>)
       33    0.000    0.000    0.000    0.000 __init__.py:1212(_fixupParents)
       86    0.000    0.000    0.001    0.000 _bootlocale.py:23(getpreferredencoding)
       80    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        1    0.000    0.000    0.027    0.027 cm.py:19(<module>)
        1    0.000    0.000    0.010    0.010 defchararray.py:17(<module>)
      127    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      358    0.000    0.000    0.001    0.000 posixpath.py:64(isabs)
       50    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_1d)
       21    0.000    0.000    0.001    0.000 enum.py:464(_find_new_)
       27    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
       27    0.000    0.000    0.002    0.000 core.py:172(iter_style_files)
        1    0.000    0.000    0.071    0.071 rcsetup.py:15(<module>)
       41    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
       50    0.000    0.000    0.000    0.000 kmc_classes.py:42(set_energies)
       66    0.000    0.000    0.003    0.000 pyparsing.py:2124(__add__)
       34    0.000    0.000    0.000    0.000 __init__.py:1268(__init__)
        6    0.000    0.000    0.002    0.000 getlimits.py:35(__init__)
       83    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       50    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(hstack)
        1    0.000    0.000    0.008    0.008 numerictypes.py:81(<module>)
     1483    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       24    0.000    0.000    0.004    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.001    0.001 cloudpickle.py:42(<module>)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      467    0.000    0.000    0.000    0.000 artist.py:1334(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
      355    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    3.123    3.123 animation.py:19(<module>)
       92    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
       53    0.000    0.000    0.001    0.000 inspect.py:485(unwrap)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 streamplot.py:309(Grid)
       15    0.000    0.000    0.001    0.000 __init__.py:2036(_warn_external)
      224    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
      464    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
      126    0.000    0.000    0.001    0.000 colors.py:655(__init__)
       50    0.000    0.000    0.001    0.000 morphology.py:83(<listcomp>)
      647    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        2    0.000    0.000    0.017    0.009 shape_base.py:1(<module>)
        1    0.000    0.000    0.121    0.121 memory.py:5(<module>)
       37    0.000    0.000    0.001    0.000 pyparsing.py:3323(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:873(<dictcomp>)
      270    0.000    0.000    0.001    0.000 _asarray.py:86(asanyarray)
        1    0.000    0.000    0.008    0.008 mathtext.py:2254(Parser)
       33    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        1    0.000    0.000    0.004    0.004 polynomial.py:4(<module>)
       24    0.000    0.000    0.005    0.000 pyparsing.py:1291(extract_stack)
      331    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       84    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
        1    0.000    0.000    0.006    0.006 scimath.py:17(<module>)
      224    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
       60    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(result_type)
       16    0.000    0.000    0.006    0.000 rcsetup.py:794(cycler)
      354    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       50    0.000    0.000    0.001    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
       50    0.000    0.000    0.021    0.000 kmc_classes.py:281(action)
       72    0.000    0.000    0.001    0.000 __init__.py:1952(make_alias)
       21    0.000    0.000    0.001    0.000 enum.py:114(__prepare__)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
       30    0.000    0.000    0.001    0.000 getlimits.py:41(<lambda>)
        8    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       99    0.000    0.000    0.000    0.000 enum.py:630(<lambda>)
      381    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       56    0.000    0.000    0.001    0.000 rcsetup.py:71(<listcomp>)
        1    0.000    0.000    0.005    0.005 Image.py:27(<module>)
        5    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.007    0.007 socket.py:47(<module>)
      352    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       50    0.000    0.000    0.000    0.000 kmc_classes.py:55(remove)
      177    0.000    0.000    0.001    0.000 enum.py:20(_is_descriptor)
        1    0.000    0.000    0.005    0.005 dates.py:134(<module>)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1622(preParse)
       96    0.000    0.000    0.002    0.000 traceback.py:283(line)
        3    0.000    0.000    3.104    1.035 subprocess.py:392(run)
      351    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:500(LokyBackend)
        1    0.000    0.000    0.004    0.004 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        1    0.000    0.000    0.021    0.021 patches.py:1(<module>)
      353    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.378    0.378 parallel.py:3(<module>)
       51    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(concatenate)
       15    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.109    0.109 _axes.py:1(<module>)
        9    0.000    0.000    0.001    0.000 enum.py:839(_decompose)
       82    0.000    0.000    0.004    0.000 {built-in method builtins.next}
    34/29    0.000    0.000    0.017    0.001 <frozen importlib._bootstrap_external>:927(exec_module)
        1    0.000    0.000    0.012    0.012 util.py:248(_findSoname_ldconfig)
      588    0.000    0.000    0.000    0.000 inspect.py:2821(return_annotation)
       33    0.000    0.000    0.002    0.000 __init__.py:1838(getLogger)
        1    0.000    0.000    0.000    0.000 legend_handler.py:436(HandlerErrorbar)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       27    0.000    0.000    0.001    0.000 artist.py:20(allow_rasterization)
       23    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
        1    0.000    0.000    0.000    0.000 __init__.py:992(<listcomp>)
       60    0.000    0.000    0.002    0.000 fromnumeric.py:2249(any)
        1    0.000    0.000    0.009    0.009 linalg.py:10(<module>)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2531(__str__)
        1    0.000    0.000    0.025    0.025 lines.py:4(<module>)
       33    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
       63    0.000    0.000    0.000    0.000 rcsetup.py:447(validate_fontsize)
      661    0.000    0.000    0.000    0.000 inspect.py:2817(parameters)
        1    0.000    0.000    0.010    0.010 inspect.py:27(<module>)
        1    0.000    0.000    0.012    0.012 __init__.py:41(<module>)
        1    0.000    0.000    0.002    0.002 arrayprint.py:5(<module>)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:593(_ReducedHCT_Element)
    24/12    0.000    0.000    0.003    0.000 pyparsing.py:4232(parseImpl)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:368(<dictcomp>)
        1    0.000    0.000    0.003    0.003 type_check.py:3(<module>)
       19    0.000    0.000    0.001    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.012    0.012 mathtext.py:16(<module>)
       15    0.000    0.000    0.002    0.000 deprecation.py:58(warn_deprecated)
       50    0.000    0.000    0.001    0.000 kmc_classes.py:126(__init__)
        1    0.000    0.000    0.014    0.014 npyio.py:1(<module>)
        1    0.000    0.000    0.083    0.083 text.py:3(<module>)
        1    0.000    0.000    0.141    0.141 backend_qt5agg.py:3(<module>)
        8    0.000    0.000    0.001    0.000 enum.py:857(<listcomp>)
     24/4    0.000    0.000    0.002    0.000 pyparsing.py:4014(streamline)
       95    0.000    0.000    0.064    0.001 re.py:231(compile)
      114    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       72    0.000    0.000    0.000    0.000 pyparsing.py:1774(set)
       31    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
       60    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.110    0.110 _multiprocessing_helpers.py:5(<module>)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       83    0.000    0.000    0.001    0.000 pyparsing.py:2812(__init__)
       56    0.000    0.000    0.005    0.000 pyparsing.py:3885(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
      184    0.000    0.000    0.001    0.000 __init__.py:422(<genexpr>)
       65    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.002    0.002 scale.py:1(<module>)
       55    0.000    0.000    0.000    0.000 rcsetup.py:995(_validate_linestyle)
        3    0.000    0.000    0.000    0.000 six.py:848(wrapper)
       31    0.000    0.000    0.001    0.000 contextlib.py:85(__exit__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2571(__eq__)
       20    0.000    0.000    0.002    0.000 deprecation.py:269(_rename_parameter)
        3    0.000    0.000    0.019    0.006 __init__.py:2(<module>)
      132    0.000    0.000    0.000    0.000 deprecation.py:117(deprecated)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
        1    0.000    0.000    0.001    0.001 _color_data.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6755(getdoc)
       72    0.000    0.000    0.002    0.000 linecache.py:15(getline)
        7    0.000    0.000    0.009    0.001 enum.py:604(_convert)
       30    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.003    0.003 utils.py:4(<module>)
